Sentiment,Product,Company_Name,Category,Country,State,Input_tweet
positive,Google,Google,Technology,United States,Texas,@mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw
positive,Google,Google,Search Engine,United States,Texas,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link}
positive,Google,Bing,Search Engine,United States,Texas,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention
positive,Google,Google,Technology,United States,Texas,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw"
positive,Google Art Project,Google,Art,United States,Texas,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW
positive,Google,Google,Technology,United States,Texas,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link}
Positive,ACLU,Google,Non-Profit Organization,United States,Texas,80s band at google/ACLU 1986 party rocks  #SXSW  {link}
Negative,Google,Google,Technology,United States,Texas,Another late start at #sxsw #sxswi damn you google and your rocking 80's party
positive,Google,Google,Company,United States,Texas,The Spasmatics are rockin' it at the ACLU / Google party. #sxsw
positive,Google,Google,Technology,United States,Texas,"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location."
positive,Google Maps,Google,Location Based Services,United States,California,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions"
positive,Google,Google,Technology,United States,California,Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW
positive,Google,Google,Technology,United States,California,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot
positive,Dodgeball,Google,Social Networking,United States,Texas,Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins
positive,Google,Google,Social Network,United States,Texas,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
positive,Google,Google,Technology,United States,Texas,Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.
positive,Google,Google,Technology,United States,Texas,I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.
Positive,Google,Google,Technology,United States,Texas,#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link}
positive,ice cream sandwich,Google,Food,United States,Texas,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw"
negative,Google,Bing,Technology,United States,Texas,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link}
positive,Google,Bing,Technology,United States,Texas,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link}
positive,Google,Google,Technology,United States,Texas,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw"
positive,Google Art Project,Google,Art,United States,Texas,ballroom d: #marissagoogle talking about some cool projects (obv). love the Google Art Project. #sxsw
Positive,Pie,Google,Food,United States,Texas,It's pie day at the google booth at #sxsw #mylunch
positive,Lego,Google,Technology,United States,Texas,"Having a drink called an Alan Turing and making a Lego robot. Oh, Google :) #sxsw  @mention Speakeasy {link}"
positive,Google,Google,Technology,United States,Texas,"Kinda giddy about #TheIndustryParty with #Google (&amp; more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting"
positive,Google,Google,Search,United States,Texas,Off to see @mention in &quot;Left Brain Search = Google. Right Brain Search = X&quot; panel at #SXSW #BetterSearch
negative,Google,Google,Technology,United States,New York,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY"
positive,Google,Google,Search Engine,United States,Texas,The volume is overwhelming but the market will self-police. That's why users picked Google over Bing.  #curatedebate #SXSW
positive,Google,Google,Technology,United States,Texas,The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw
Positive,Google Reader,Google,Social Media,United States,Texas,Use Google profile or FB as  entry point? FB too personal? Try Digg or Google Reader to draw people in. #hireme #sxsw
positive,Steve Wozniak,Google,Drink,United States,Texas,Trying the Steve Wozniak drink free thanks to Google #H4ckers #SXSW   @mention Speakeasy {link}
Positive,Google,Google,Technology,United States,Texas,Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30
positive,Google,Google,Technology,United States,California,2 read l8er RT ÛÏ@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxswÛ
positive,Google,Google,Technology,United States,Texas,"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw"
positive,Google,Google,Technology,United States,Texas,"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw"
positive,Google,Google,Technology,United States,Texas,Big line for the Google/Bing session and people in line saying it should have been in one of the ballrooms #SXSW
positive,Google,Mark Belinsky,Social Media,United States,Texas,"Nieuwe regel?  &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW."
positive,Google goggles,Google,Technology,United States,Texas,Google goggles may just be my new fave thing! #sxsw
negative,Google,Google,Event,United States,Texas,At a #Google #SXSW party and I don't have a badge suckas!!!
positive,Google,Wired,Conference,United States,Texas,#sxsw Google and Wired parties were fun. good info from the conference.  Aristotle developers could have taught developers sessions-nxt year
positive,Google,Google,Social Media,United States,Texas,"&quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW."
negative,Google,Google,Technology,United States,Texas,"&quot;google has too many products, and needs to condense them&quot; #sxsw  (FYI - they have NINE mobile products)"
negative,Google,Google,Technology,United States,Texas,"&quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW"
positive,Google,Google,Technology,United States,Texas,"#sxsw Google party in Austin Texas, on entry received anti privacy law petition, sunglasses and free beer. {link}"
negative,Google,Google,Technology,United States,Texas,I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid
positive,Google,Google,Search Engine,United States,Texas,"Just saw google speak, creating search engines tht can recognize pictures. Artificial intelligence is here! #SXSW"
positive,Google,Google,Technology,Australia,Texas,@mention Google was advertising the check-in-thing at #AUS #SXSW  {link}
positive,Google,Google,Technology,United States,Texas,"@mention great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)"
Positive,Open Graph,Google,Social Media,United States,Texas,Open graph did repair the damage google did to the title tag. #sxsw #microformats
positive,Google Maps,Google,Technology,United States,Texas,wow!! much hirer than I expected RT @mention 40% of google maps use is mobile #sxsw
negative,Bing,Microsoft,Search Engine,United States,Texas,"Bing/icanhas is on fire. Still going to keep searching with google, though. #sxsw #thanksforthebrandedshades"
positive,Google,Google,Technology,United States,Texas,#google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW
negative,Data,Google,Technology,United States,Texas,Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw
positive,Google,Google,Technology,United States,Texas,About to hear Marissa Mayer from Google speak. 3 rows back. So cool! #SXSW #Google
negative,Google,Google,Technology,United States,Texas,@mention Hey! Y'all have anyway to get text updates?? I don't have a cool pocket google machine phone #sxsw
positive,Google,Google,Social Media,United States,Texas,This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW
positive,Facebook,Google,Social Media,United States,Texas,@mention I'd say yes. Facebook and Google are implementing it which brightens the future. Good impact I'm search too. #sxsw
positive,GoogleDoodles,Google,Internet,United States,Texas,"Google tries to give doodles a whimsical, fun spirit. #sxsw #GoogleDoodles"
positive,Google,Google,Tech,United States,Texas,Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw
positive,Khan Academy,Google,Education,United States,Texas,Marissa Miller of Google makes shout out to the  Khan Academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention
Positive,Google,Google,Technology,United States,Texas,"&quot;brains are to zombies what content is to google, they can't get enough&quot; #sxsw #contentrules"
positive,Google,Google,Technology,United States,Texas,Fun with interactive maps at the @mention and Google party: {link} #sxsw
Positive,Google Maps,Google,Travel,United States,Texas,Good session! RT @mention 2 years of time saved every day by people qho use google maps &quot;route around&quot; feature #sxsw
negative,Google Nexus S,Google,Mobile Phone,United States,Texas,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw"
negative,Google,Google,Technology,United States,Texas,@mention It's the next step of Google becoming Skynet. #SXSW
positive,Google,Google,Computers,United States,Texas,Mayer admits that Google needs to step up one-to-one customer service. Would set an amazing precedent! #sxsw #fh
positive,PAC-Man,Google,Game,United States,Texas,Google's JS implementation of PAC-Man's game logic is really cool to see-really neat that the original game code was recreated in JS #sxsw
positive,HTML5,Google,Software,United States,Texas,@mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw. Thanks brah!
Positive,Google Doodles,Google,Technology,United States,Texas,great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link}
positive,bank,,,,,"Weinschenk at #bankinnovation: next battle for this is going to happen with apple, google, verizon, att. Great point. Totally agree. #sxsw"
positive,Google,Google,Technology,United States,Texas,Great talk on using game mechanics to get user engagement @mention from google rocked it. #sxsw
positive,Google,Google,Social Networking,United States,Texas,Sounds like Buzz rebranded w/an inner circle  RT @mention Google to Launch New Social Network: &quot;Circles&quot; {link} #sxsw
negative,Google,Google,Technology,United States,Texas,"Google takes the mantra of 'Dont be evil' to heart, yet their pride in their products make them guilty of the 7th deadly sin, Superbia #sxsw"
positive,Google,Google,Social Media,United States,Texas,"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention"
Positive,Google,Google,Technology,United States,Texas,The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw
positive,Google,Google,Event,United States,Texas,GSDM Google party is off the hook! #SXSW  {link}
positive,Google,Google,Search Engine,United States,Texas,This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW
Positive,Google,Google,Technology,United States,Texas,Google celebrating Pi Day in style at #SXSW -  {link}
positive,bread,Google,Food,United States,Texas,"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw"
positive,Google,Google,Technology,United States,Texas,Never realized that there was a story/meaning behind every Google logo. So cool. Loving hearing from the #GoogleDoodle Team! #gsdm #sxsw
Positive,Google,Google,Technology,United States,Texas,Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link}
negative,Circles,Google,Social Networking,United States,Texas,"Google will not launch Facebook competitor Circles @mention #sxsw today as thought, creeper half-friends the world over disappointed."
positive,Google,Google,Technology,United States,Texas,Google will take over the world #SXSW (@mention ACC - Ballroom D w/ 97 others) {link}
positive,Google,Google,Technology,United States,Texas,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW"
negative,Google Circle,Google,Search,United States,Texas,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw"
positive,Bing,Microsoft,Search Engine,United States,Texas,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}"
negative,Google,Google,Technology,United States,Texas,In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw
positive,Google,Google,Technology,United States,California,Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link}
positive,Google,Google,Technology,United States,Texas,Google's Marissa Mayer up next at #SXSW - looking forward to this.
positive,Google,Google,Technology,United States,Texas,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw
positive,Twitter,Google,Social Media,United States,Texas,Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich
positive,Google Maps,Google,Navigation,United States,California,marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link}
positive,Google,Google,Social Network,United States,Texas,Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link}
positive,Google Doodle,Google,Education,United States,Texas,Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw
positive,SEO,Google,Technology,Australia,NSW,Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz
positive,Banking,Apple,Banking,United States,Texas,"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation"
Positive,Google,Google,Technology,United States,Texas,"this woman is great - fessing up to issues, admitting google could do better #sxsw"
Positive,X,X,X,X,X,Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link}
negative,Google Calendar,Google,Technology,United States,California,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw
Positive,Google,Google,Technology,United States,Texas,Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link}
positive,Google,Google,Technology,United States,Texas,Google handing out free pi for pi day! #SXSW #win
Positive,Google,Google,Technology,United States,Texas,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW
positive,Google,Google,Technology,United States,Texas,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWÛ
positive,Google,Google,Technology,United States,Texas,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.
positive,Google,Google,Search,United States,Texas,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link}
positive,Rails,Google,Software,United States,California,"@mention Nice #SXSW song @mention  DonÛªt hack, Write Rails. Under deliver, over sell. Work for Google. {link}"
positive,Google,Google,Technology,United States,Texas,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times."
positive,Google,Google,Technology,United States,California,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW"
positive,Google,Google,Technology,United States,Texas,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW
positive,Google,Google,Social Media,United States,Texas,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW."
positive,istock,Google,Technology,United States,Texas,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!
negative,Google Street View,Google,Technology,United States,Texas,#sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public
positive,photo booth,Google,Technology,United States,Texas,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link}
negative,google,Google,Technology,United States,Texas,#google to expensive mobile data plans are killing the flavor of contextual discovery abroad #SxSW #pnid
positive,Google,Google,Technology,United States,Texas,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxsw
positive,Google,Google,Technology,United States,Texas,Anxious to see what Google has in store for #SXSW today.
positive,Google,Google,Computers,United States,Texas,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link}
positive,Google,Google,Technology,United States,California,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw
positive,Google Doodle,Google,Art,United States,Texas,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw
negative,Google,Google,Technology,United States,Texas,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer"
Positive,Google,Google,Technology,United States,Texas,At the Google party...awesome.  #SXSW
positive,Google Maps,Google,Travel,United States,California,#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews
positive,Google,Google,Social Media,United States,Texas,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google
positive,Go Game,Apple,Technology,United States,Texas,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW"
positive,Google Maps,Google,Maps,United States,Texas,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw
positive,Google,Google,Search Engine,United States,Texas,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW"
positive,Google web fonts,Google,Technology,United States,Texas,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention
positive,Recommendation Engine,,,,,#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.
negative,Diabetes,Google,Food,United States,Texas,"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw"
positive,Google,Google,Technology,United States,Texas,RT @mention Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw
positive,Google,Google,Technology,United States,Texas,RT @mention Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW
positive,Google,Google,Search Engine,United States,Texas,"RT @mention Another great panel at 5 pm at the Hilton - Austin's own @mention Left Brain Search = Google, Right Brain Search = X #sxsw"
positive,Google,Google,Search Engine,United States,Texas,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID"
positive,Twitter,Google,Search,United States,Texas,"RT @mention as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw"
positive,Google,Google,Technology,United States,Texas,"RT @mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSW"
positive,Google,Google,Technology,United States,Texas,RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw
positive,Blogger,Google,Technology,United States,Texas,RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link}
positive,Charity Water,Google,Charity,United States,Texas,RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp
positive,Google,Google,Event,United States,Texas,"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!"
negative,Google,Google,Technology,United States,Texas,"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW"
positive,Google,Google,Technology,United States,Texas,RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw
positive,Google,Google,Technology,United States,Texas,"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW"
positive,Google,Google,Technology,United States,Texas,RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw
positive,Google,Google,Technology,United States,Texas,"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw"
positive,Google,Google,Technology,United States,California,"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention"
positive,Google,Google,Travel,United States,Texas,RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw
positive,Google,Google,Search Engine,United States,Texas,RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw
negative,Google,Google,Technology,United States,Texas,RT @mention google presentation by Mayer is a sales pitch #fail #sxsw
positive,Google,Google,Social Media,United States,Texas,RT @mention Google set to launch new social network #Circles today at #sxsw
positive,Google,Google,Computers,United States,Texas,RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW
positive,Google,Google,Social Networking,United States,Texas,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!"
negative,Google,Google,Social Network,United States,Texas,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload"
positive,Bing,Google,Search,United States,Texas,RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW
negative,Google,Google,Technology,United States,Texas,RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw
positive,Google,Google,Technology,United States,California,"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi"
positive,Google,Google,Technology,United States,Texas,RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw
positive,google hotpot,google,technology,United States,Texas,RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw
positive,Google Maps,Google,Technology,United States,Texas,RT @mention How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW
positive,Website,Google,Technology,United States,Texas,RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link}
positive,Google,Google,Social Media,United States,Massachusetts,"RT @mention HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour"
positive,Google,Google,Technology,United States,Texas,RT @mention I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw
positive,bread,Google,Food,United States,Texas,"RT @mention I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw"
negative,Google,Google,Search Engine,United States,California,RT @mention I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid
positive,Google,Google,Technology,United States,Texas,RT @mention Imagine if every company had the 20% concept like Google. #bavcID #SXSW
positive,Banking,Apple,Banking,United States,Texas,"RT @mention Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation"
positive,Google,Google,Technology,United States,Texas,RT @mention Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link}
positive,Google,Google,Social Network,United States,Texas,"RT @mention Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
positive,Google,Google,Social Networking,United States,Texas,"RT @mention Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention"
positive,Google,Google,Search Engine,United States,Texas,RT @mention When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw
positive,Google Circles,Google,Technology,United States,Texas,RT @mention woah. expect Google Circles today at #sxsw during Google's League of Extraordinary Hackers events today. big!
positive,Lego,Google,Technology,United States,Ohio,RT @mention Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle
positive,Google,Google,Food,United States,Texas,RT @mention Yeah! Love the Google! Cheese w/ @mention @mention Maggie Mae's [pic] {link} #SXSW
positive,Google,Google,Technology,United States,Texas,#google honors users privacy by letting them see what info of theirs is in the system and allowing them to delete it #marissagoogle #sxsw
negative,Google,Google,Electronics,United States,Texas,Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW
Positive,Google,Google,Location-aware services,United States,Texas,Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw
negative,Real Estate Search,Google,Real Estate,United States,Texas,"Google dropped real estate search b/c to do it right, they'd need to invest much more than they're willing to at the moment. #SXSW"
positive,Google Recipes,Google,Food,United States,Texas,Perfect for me! A session about Google Recipes search ( among other things). #SXSW
Positive,Google,Google,Technology,United States,Texas,looking forward to hearing  google's @mention present today at #sxsw
negative,Joomla,Microsoft,Software,United States,Texas,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link}
positive,Google,Google,Event,United States,Texas,"Come! &quot;@mention Google Party is at GSD&amp;M  #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!&quot;"
negative,Google,Google,Technology,United States,California,#SXSW a tougher crowd than Colin Quinn RT @mention Hey Marissa Mayer Please tell us something new Not about products Google launched months ago
positive,bread,Google,Food,United States,Texas,And it should go without saying.... google bread is going to be AMAZING!!!! #sxsw #googlebread
positive,Google,Google,Technology,United States,California,Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google
positive,Foursquare,Google,Social Media,United States,Texas,Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw
positive,Google,Google,Technology,United States,Texas,Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link}
positive,Google,Google,Event,United States,Texas,Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.
positive,Google,Google,Food,United States,Texas,"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW"
positive,Google,Google,Social Media,United States,California,Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link}
positive,Google,Google,News,United States,Texas,It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw
positive,Google,Google,Music,United States,Texas,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!
positive,Google,Google,Technology,United States,Texas,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.
positive,Google,Google,Technology,United States,Texas,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link}
positive,Wilderness Downtown,Google,Music,United States,Texas,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!"
Positive,Google Circles,Google,Social Media,United States,Texas,Google Circles at #sxsw whoooooo {link}
positive,Google,Google,Technology,United States,Texas,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link}
negative,Google,Google,Social Media,United States,Texas,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments
positive,Google,Google,Technology,Japan,NA,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi
positive,Google,Google,Internet,United States,Texas,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw
positive,Google Maps,Google,Travel,United States,Texas,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw
positive,Google,Google,Social Media,United States,Texas,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW."
positive,Google,Google,Event,United States,Texas,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!"
positive,Google,Google,Food,United States,Texas,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention"
positive,Google,Google,Technology,United States,Texas,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link}
positive,Google,Google,Technology,United States,Texas,Google party. Photo booth fun. #SXSW {link}
positive,Google,Google,Social Media,United States,Texas,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}"
Positive,Google,Google,Technology,United States,Texas,10 minutes 'til Marissa Mayer from google takes the stage #sxsw
positive,Google,Google,Technology,United States,Texas,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw"
positive,Google,Google,Search Engine,United States,Texas,Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW
positive,Blogger,Google,Technology,United States,Texas,Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link}
